,size_sq_ft,propertyType,bedrooms,localityName,suburbName,companyName,rent
0,756,Independent Floor,2,A4 Block Paschim Vihar,Other,maheshwari Properties,21000
1,756,Independent Floor,2,A4 Block Paschim Vihar,Other,maheshwari Properties,20000
2,600,Apartment,1,A4 Block Paschim Vihar,Other,arun thakur,12000
3,560,Apartment,1,A4 Block Paschim Vihar,Other,maheshwari Properties,12200
4,756,Independent Floor,2,A4 Block Paschim Vihar,Other,maheshwari Properties,22000
5,756,Independent Floor,2,A4 Block Paschim Vihar,Other,maheshwari Properties,19800
6,450,Apartment,1,A4 Block Paschim Vihar,Other,maheshwari Properties,9200
7,1200,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,Other,15000
8,1200,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,Other,16500
9,1600,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,22000
10,1200,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,17000
11,1150,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,14000
12,1250,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,15000
13,650,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,9000
14,1200,Independent Floor,3,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,14000
15,400,Independent Floor,1,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,6000
16,550,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,7000
17,700,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,8000
18,650,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,9500
19,950,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,15000
20,750,Independent Floor,2,Abul Fazal Enclave Jamia Nagar,Other,MS Properties,12000
21,700,Independent Floor,2,Alaknanda,Delhi South,Bawa Properties,27000
22,1000,Independent Floor,2,Alaknanda,Delhi South,Bawa Properties,25000
23,1400,Apartment,2,Alaknanda,Delhi South,Bawa Properties,35000
24,1500,Apartment,3,Alaknanda,Delhi South,Find A House Real Estate Consultants,40000
25,1000,Apartment,1,Alaknanda,Delhi South,Bawa Properties,25000
26,2000,Apartment,3,Alaknanda,Delhi South,Bawa Properties,37000
27,300,Apartment,1,Alaknanda,Delhi South,Bawa Properties,10000
28,630,Apartment,1,Alaknanda,Delhi South,Bawa Properties,13500
29,1600,Apartment,3,Alaknanda,Delhi South,Bawa Properties,45000
30,900,Apartment,1,Alaknanda,Delhi South,Bawa Properties,25000
31,1500,Apartment,3,Alaknanda,Delhi South,Find A House Real Estate Consultants,40000
32,1450,Independent Floor,3,Alaknanda,Delhi South,Deepak Verma,48000
33,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,50000
34,1400,Independent Floor,2,Alaknanda,Delhi South,Hari Om Group,30000
35,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,40000
36,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,45000
37,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,45000
38,1400,Independent Floor,2,Alaknanda,Delhi South,Hari Om Group,35000
39,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,45000
40,1600,Independent Floor,2,Alaknanda,Delhi South,Hari Om Group,30000
41,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,40000
42,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,45000
43,1500,Apartment,3,Alaknanda,Delhi South,HR Associates,50000
44,1600,Independent Floor,2,Alaknanda,Delhi South,Hari Om Group,35000
45,1600,Independent Floor,2,Alaknanda,Delhi South,Hari Om Group,35000
46,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,45000
47,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,48000
48,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,45000
49,1600,Independent Floor,3,Alaknanda,Delhi South,Hari Om Group,50000
50,4000,Independent Floor,4,Anand Niketan,Delhi South,Brickhouse Realty Solutions,170000
51,2200,Independent Floor,4,Anand Niketan,Delhi South,Brickhouse Realty Solutions,200000
52,2200,Independent Floor,2,Anand Niketan,Delhi South,NCR Investors,200000
53,3600,Independent Floor,4,Anand Niketan,Delhi South,Property Hub,175000
54,1800,Independent Floor,2,Anand Niketan,Delhi South,NCR Investors,65000
55,1935,Independent Floor,3,Anand Niketan,Delhi South,NCR Investors,75000
56,3600,Independent Floor,4,Anand Niketan,Delhi South,Property Gallery,170000
57,2000,Independent Floor,3,Anand Niketan,Delhi South,Property Gallery,80000
58,3600,Independent Floor,4,Anand Niketan,Delhi South,Property Gallery,155000
59,2700,Independent Floor,3,Anand Niketan,Delhi South,Property Gallery,130000
60,700,Independent Floor,2,Anand Vihar,Delhi East,Tanya Associates,11000
61,1550,Independent Floor,2,Anand Vihar,Delhi East,Shivam Real Estate,35500
62,1750,Independent Floor,2,Anand Vihar,Delhi East,Shivam Real Estate,45000
63,1800,Independent Floor,3,Anand Vihar,Delhi East,Aashiyana Real Estate,45000
64,1750,Independent Floor,2,Anand Vihar,Delhi East,Shivam Real Estate,40000
65,1000,Independent Floor,2,Anand Vihar,Delhi East,Arora Properties,14000
66,1450,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,43000
67,1350,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,40000
68,800,Apartment,2,Anand Vihar,Delhi East,Other,17000
69,1530,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,35000
70,1710,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,42000
71,2250,Independent Floor,4,Anand Vihar,Delhi East,Delli Property,55000
72,1350,Independent Floor,2,Anand Vihar,Delhi East,Delli Property,24000
73,600,Apartment,1,Anand Vihar,Delhi East,Other,12000
74,950,Apartment,2,Anand Vihar,Delhi East,Other,17000
75,3500,Independent Floor,4,Anand Vihar,Delhi East,Verma Associates,65000
76,2500,Independent Floor,3,Anand Vihar,Delhi East,Verma Associates,40000
77,1800,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,45000
78,2250,Independent Floor,4,Anand Vihar,Delhi East,Delli Property,50000
79,1620,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,38000
80,1710,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,40000
81,1620,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,40000
82,2700,Independent Floor,3,Anand Vihar,Delhi East,Other,45000
83,1800,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,30000
84,1710,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,40000
85,1000,Independent Floor,1,Anand Vihar,Delhi East,Other,15000
86,1700,Independent Floor,3,Anand Vihar,Delhi East,Delli Property,50000
87,1000,Independent Floor,2,Anand Vihar,Delhi East,Arora Properties,14000
88,500,Apartment,1,Anand Vihar,Delhi East,Other,7500
89,390,Independent Floor,1,Ashok Nagar,West Delhi,Aradhya Properties,8500
90,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,17000
91,1020,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,24000
92,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,22000
93,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,25000
94,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,25000
95,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,20000
96,750,Independent Floor,1,Ashok Nagar,West Delhi,Vohra Associated,16500
97,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,23000
98,650,Independent Floor,1,Ashok Nagar,West Delhi,Vohra Associated,16000
99,1900,Independent Floor,3,Ashok Nagar,West Delhi,Vohra Associated,40000
100,1020,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,24500
101,1650,Independent Floor,3,Ashok Nagar,West Delhi,Vohra Associated,35000
102,1020,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,18000
103,950,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,18500
104,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,21000
105,1900,Independent Floor,3,Ashok Nagar,West Delhi,Vohra Associated,36000
106,1000,Independent Floor,2,Ashok Nagar,West Delhi,Vohra Associated,22000
107,2700,Apartment,4,Ashok Nagar,West Delhi,R K Properties Consultants,65000
108,1800,Apartment,3,Ashok Nagar,West Delhi,R K Properties Consultants,50000
109,1800,Apartment,3,Ashok Nagar,West Delhi,R K Properties Consultants,45000
110,950,Independent Floor,3,Ashok Nagar,West Delhi,Other,65000
111,900,Independent Floor,1,Ashok Nagar,West Delhi,Other,12500
112,1000,Independent Floor,1,Ashok Nagar,West Delhi,Other,13500
113,900,Independent Floor,1,Ashok Nagar,West Delhi,Other,70000
114,1350,Independent Floor,3,Ashok Nagar,West Delhi,RG Real Estates,15000
115,710,Apartment,2,Ashok Nagar,West Delhi,Golden Properties,14000
116,500,Independent Floor,1,Ashok Nagar,West Delhi,RG Real Estates,8500
117,350,Independent Floor,1,Ashok Nagar,West Delhi,Other,10500
118,400,Independent Floor,1,Ashok Nagar,West Delhi,Other,13000
119,950,Apartment,1,Ashok Nagar,West Delhi,Other,20000
120,550,Independent Floor,1,Ashok Nagar,West Delhi,Other,10000
121,720,Independent Floor,2,Ashok Vihar,North Delhi,Ashiyana Associates,26000
122,2400,Independent Floor,4,Ashok Vihar,North Delhi,Other,95000
123,1350,Independent Floor,2,Ashok Vihar,North Delhi,Ashiyana Associates,25000
124,1800,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,45000
125,1800,Independent Floor,3,Ashok Vihar,North Delhi,VR Property,50000
126,1800,Independent House,6,Ashok Vihar,North Delhi,Other,65000
127,1200,Independent Floor,2,Ashok Vihar,North Delhi,Priyal Properties,30000
128,1800,Independent Floor,6,Ashok Vihar,North Delhi,Other,65000
129,2700,Independent Floor,4,Ashok Vihar,North Delhi,Shubham Home Solutions,56000
130,2600,Independent Floor,4,Ashok Vihar,North Delhi,Other,49000
131,2700,Independent Floor,4,Ashok Vihar,North Delhi,Shubham Home Solutions,75000
132,1800,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,50000
133,2700,Apartment,4,Ashok Vihar,North Delhi,R K Properties Consultants,50000
134,1800,Apartment,3,Ashok Vihar,North Delhi,R K Properties Consultants,43000
135,1800,Apartment,3,Ashok Vihar,North Delhi,R K Properties Consultants,40000
136,900,Apartment,1,Ashok Vihar,North Delhi,R K Properties Consultants,16500
137,900,Apartment,1,Ashok Vihar,North Delhi,R K Properties Consultants,90000
138,1800,Apartment,3,Ashok Vihar,North Delhi,R K Properties Consultants,45000
139,360,Apartment,1,Ashok Vihar,North Delhi,R K Properties Consultants,15000
140,3600,Apartment,4,Ashok Vihar,North Delhi,R K Properties Consultants,80000
141,1200,Independent Floor,3,Ashok Vihar,North Delhi,Other,25000
142,1800,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,40000
143,1125,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,32000
144,1350,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,32000
145,1350,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,38000
146,1800,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,40000
147,1800,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,50000
148,2700,Independent Floor,4,Ashok Vihar,North Delhi,Ashiyana Associates,70000
149,2925,Independent Floor,4,Ashok Vihar,North Delhi,Ashiyana Associates,100000
150,1800,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,35000
151,1350,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,25000
152,2250,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,72000
153,1800,Independent Floor,3,Ashok Vihar,North Delhi,Ashiyana Associates,35000
154,1800,Independent Floor,4,Ashok Vihar,North Delhi,Shubham Home Solutions,46000
155,1000,Apartment,2,Ashok Vihar,North Delhi,Other,15555
156,2700,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,75000
157,2700,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,75000
158,1750,Apartment,3,Ashok Vihar,North Delhi,Other,48000
159,2700,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,75000
160,2700,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,70000
161,1800,Independent Floor,3,Ashok Vihar,North Delhi,Other,40000
162,1800,Independent Floor,3,Ashok Vihar,North Delhi,Other,50000
163,1790,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,46000
164,1800,Independent Floor,3,Ashok Vihar,North Delhi,Shubham Home Solutions,39000
165,2700,Independent Floor,4,Ashok Vihar,North Delhi,Shubham Home Solutions,75000
166,600,Independent Floor,1,Ashok Vihar,North Delhi,Other,16000
167,810,Apartment,1,Ashok Vihar,North Delhi,Other,22000
168,1750,Apartment,3,Ashok Vihar,North Delhi,Other,48000
169,750,Independent Floor,2,Aya Nagar,Other,Other,8000
170,1250,Independent Floor,1,Aya Nagar,Other,Other,16000
171,600,Independent House,2,Aya Nagar,Other,Other,8000
172,750,Independent Floor,2,Aya Nagar,Other,Other,12000
173,750,Independent Floor,2,Aya Nagar,Other,Other,12000
174,500,Independent Floor,2,Aya Nagar,Other,Other,8000
175,980,Apartment,2,Aya Nagar,Other,Other,15000
176,980,Independent Floor,2,Aya Nagar,Other,Other,13500
177,450,Independent Floor,1,Aya Nagar,Other,Other,5000
178,600,Independent House,2,Aya Nagar,Other,Other,8000
179,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
180,1300,Independent Floor,3,Bali Nagar,Delhi Central,Ganeshji Property,30000
181,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
182,1800,Independent Floor,3,Bali Nagar,Delhi Central,Ganeshji Property,35000
183,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
184,650,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,15000
185,900,Apartment,3,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,22000
186,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
187,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
188,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
189,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
190,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
191,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
192,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
193,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
194,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
195,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
196,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
197,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
198,500,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
199,450,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,9000
200,600,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13000
201,600,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,14000
202,650,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,17000
203,600,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,16000
204,800,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,17500
205,450,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,11000
206,900,Apartment,3,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,18000
207,600,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,16000
208,650,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,13500
209,550,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,12000
210,400,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,8000
211,450,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,9000
212,600,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,14000
213,450,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,9500
214,500,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,10000
215,600,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,16000
216,500,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,10000
217,900,Apartment,3,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,18000
218,300,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,8000
219,300,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,8000
220,400,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,8000
221,450,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,9000
222,450,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,11000
223,600,Apartment,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,14000
224,300,Apartment,1,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,7000
225,1800,Independent Floor,3,Bali Nagar,Delhi Central,Ganeshji Property,47000
226,1000,Independent Floor,2,Bali Nagar,Delhi Central,K P Properties and Finance Consultant,24000
227,1900,Independent Floor,3,Bali Nagar,Delhi Central,Prince Properties Consultants,45000
228,1000,Independent Floor,2,Bali Nagar,Delhi Central,Gohri Associates,26500
229,900,Independent Floor,2,Bali Nagar,Delhi Central,Gohri Associates,20000
230,500,Independent Floor,1,Bali Nagar,Delhi Central,Gohri Associates,13000
231,600,Independent Floor,3,Bank Enclave,Other,Swastik Properties,45000
232,1600,Apartment,3,Bank Enclave,Other,Swastik Properties,57000
233,2700,Independent Floor,4,Bank Enclave,Other,Swastik Properties,180000
234,1600,Independent Floor,3,Bank Enclave,Other,Swastik Properties,46000
235,2100,Independent Floor,4,Bank Enclave,Other,Swastik Properties,82000
236,1800,Apartment,5,Bank Enclave,Other,Swastik Properties,50000
237,600,Independent Floor,3,Bank Enclave,Other,Swastik Properties,48000
238,2700,Independent Floor,3,Bank Enclave,Other,Swastik Properties,80000
239,150,Apartment,1,Bank Enclave,Other,Swastik Properties,14000
240,1175,Apartment,2,Bank Enclave,Other,DKS Realty Homes,14000
241,1195,Apartment,2,Bank Enclave,Other,DKS Realty Homes,15500
242,630,Apartment,2,Bharat Vihar,Other,Mahajan properties,10000
243,950,Independent Floor,3,Bharat Vihar,Other,Other,16000
244,900,Independent Floor,3,Bharat Vihar,Other,Other,13000
245,630,Apartment,2,Bharat Vihar,Other,Mahajan properties,11000
246,450,Apartment,1,Bharat Vihar,Other,Mahajan properties,7000
247,450,Apartment,1,Bharat Vihar,Other,Mahajan properties,8000
248,900,Apartment,3,Bharat Vihar,Other,Mahajan properties,16000
249,450,Apartment,1,Bharat Vihar,Other,Mahajan properties,8000
250,900,Independent House,2,Bharat Vihar,Other,Mahajan properties,12000
251,900,Apartment,3,Bharat Vihar,Other,Mahajan properties,15000
252,950,Independent Floor,3,Bharat Vihar,Other,Other,16000
253,600,Independent Floor,2,Bharat Vihar,Other,Other,8000
254,1500,Independent Floor,3,Bharat Vihar,Other,Other,20000
255,1200,Independent Floor,3,Bindapur,Delhi Central,Friends Property,15000
256,650,Independent Floor,1,Bindapur,Delhi Central,Makan Properties,12000
257,1000,Independent Floor,2,Bindapur,Delhi Central,Hite`s Properties sale Purchase,16000
258,900,Independent Floor,3,Bindapur,Delhi Central,Hites Properties And Construction,18000
259,500,Apartment,2,Bindapur,Delhi Central,Other,12000
260,1200,Independent Floor,3,Bindapur,Delhi Central,Friends Property,16000
261,700,Independent Floor,1,Bindapur,Delhi Central,Makan Properties,8000
262,450,Independent Floor,2,Bindapur,Delhi Central,Tanya Associates,10000
263,900,Independent Floor,3,Bindapur,Delhi Central,Makan Properties,15000
264,450,Independent Floor,1,Bindapur,Delhi Central,Tanya Associates,7500
265,900,Independent Floor,3,Bindapur,Delhi Central,Hites Properties And Construction,18000
266,900,Independent Floor,3,Bindapur,Delhi Central,Hites Properties And Construction,17000
267,675,Independent Floor,2,Bindapur,Delhi Central,Hites Properties And Construction,11000
268,720,Independent Floor,2,Bindapur,Delhi Central,Hites Properties And Construction,11000
269,900,Independent Floor,3,Bindapur,Delhi Central,Hites Properties And Construction,16000
270,950,Apartment,3,Bindapur,Delhi Central,Other,18000
271,1000,Independent Floor,2,Bindapur,Delhi Central,Royal Associates,16500
272,1000,Independent Floor,3,Bindapur,Delhi Central,Royal Associates,18500
273,585,Independent Floor,2,Bindapur,Delhi Central,Royal Associates,11500
274,300,Apartment,1,Bindapur,Delhi Central,Other,5500
275,500,Independent Floor,2,Bindapur,Delhi Central,Other,9000
276,900,Independent House,2,Bindapur,Delhi Central,Other,12500
277,500,Independent Floor,2,Bindapur,Delhi Central,Other,8000
278,600,Independent Floor,1,Bindapur,Delhi Central,user,13500
279,603,Independent Floor,2,Bindapur,Delhi Central,Other,9000
280,750,Independent Floor,2,Bindapur,Delhi Central,Other,10000
281,900,Independent Floor,2,Bindapur,Delhi Central,Other,12000
282,675,Independent Floor,1,Bindapur,Delhi Central,Other,10000
283,990,Apartment,3,Burari,North Delhi,Other,20000
284,500,Independent Floor,2,Burari,North Delhi,Thukral properties,10000
285,1000,Independent Floor,3,Burari,North Delhi,Landmark properties,12000
286,450,Independent Floor,2,Burari,North Delhi,Other,5500
287,1000,Apartment,2,Burari,North Delhi,Other,16000
288,500,Independent Floor,2,Burari,North Delhi,Other,13000
289,500,Independent Floor,1,Burari,North Delhi,Other,13000
290,1400,Apartment,3,Burari,North Delhi,Other,25000
291,540,Independent Floor,2,Burari,North Delhi,Other,7000
292,1000,Independent Floor,3,Burari,North Delhi,Other,13000
293,500,Independent Floor,2,Burari,North Delhi,Other,7000
294,450,Independent House,1,Burari,North Delhi,Other,6000
295,450,Independent Floor,2,Burari,North Delhi,user,8500
296,900,Apartment,2,Burari,North Delhi,Other,16000
297,1200,Independent Floor,3,Burari,North Delhi,Other,13000
298,810,Independent Floor,1,Burari,North Delhi,Other,9000
299,1300,Apartment,3,Burari,North Delhi,Other,16000
300,1114,Independent Floor,3,Burari,North Delhi,Other,10000
301,1800,Independent House,3,Chattarpur,Delhi South,A 2 Z Property,25000
302,700,Independent Floor,2,Chattarpur,Delhi South,Arora Associates,14000
303,900,Independent Floor,2,Chattarpur,Delhi South,Sameer Property,15000
304,865,Independent Floor,2,Chattarpur,Delhi South,Prateek Property,14500
305,1000,Independent Floor,2,Chattarpur,Delhi South,Dagar Co,14000
306,1300,Independent House,3,Chattarpur,Delhi South,Tiwari Properties,28000
307,800,Apartment,2,Chattarpur,Delhi South,Dream Home,16000
308,1250,Independent House,3,Chattarpur,Delhi South,Other,17000
309,890,Apartment,2,Chattarpur,Delhi South,Other,15500
310,500,Independent Floor,1,Chattarpur,Delhi South,Other,8000
311,1200,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,20000
312,1000,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,18000
313,2000,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,30000
314,1400,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,20000
315,1500,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,26000
316,1250,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,20000
317,1400,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,26000
318,750,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,15000
319,2430,Independent Floor,4,Chattarpur,Delhi South,A 2 Z Property,38000
320,1450,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,26000
321,800,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,15000
322,1250,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,19000
323,1800,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,32000
324,1250,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,22000
325,800,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,16500
326,900,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,15000
327,1300,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,18000
328,1530,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,31000
329,850,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,15000
330,1350,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,25000
331,500,Apartment,1,Chattarpur,Delhi South,A 2 Z Property,9500
332,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,25000
333,1350,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,22000
334,1400,Independent Floor,4,Chattarpur,Delhi South,A 2 Z Property,25000
335,850,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,16000
336,500,Apartment,1,Chattarpur,Delhi South,A 2 Z Property,9000
337,750,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,14000
338,500,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,10000
339,750,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,14000
340,1200,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,17000
341,850,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,16000
342,700,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,13000
343,850,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,17000
344,800,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,15000
345,1250,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,22000
346,1250,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,18000
347,1250,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,20000
348,1400,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,25000
349,300,Independent Floor,1,Chattarpur,Delhi South,A 2 Z Property,6500
350,750,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,15000
351,800,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,14000
352,2400,Independent Floor,4,Chattarpur,Delhi South,A 2 Z Property,40000
353,1200,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,17000
354,800,Independent House,2,Chattarpur,Delhi South,A 2 Z Property,15000
355,750,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,13000
356,750,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,16000
357,450,Independent Floor,1,Chattarpur,Delhi South,A 2 Z Property,9000
358,900,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,15000
359,1100,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,18000
360,1300,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,28000
361,1800,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,32000
362,800,Independent Floor,2,Chattarpur,Delhi South,A 2 Z Property,16000
363,1200,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,22000
364,900,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,17000
365,900,Apartment,2,Chattarpur,Delhi South,A 2 Z Property,17000
366,1200,Apartment,3,Chattarpur,Delhi South,A 2 Z Property,20000
367,1400,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,24000
368,1600,Independent Floor,3,Chattarpur,Delhi South,A 2 Z Property,24000
